Time	Artist	Title	Album	Track MBID	Artist MBID	Album MBID
1420869122000	Coyote Kisses	Acid Wolfpack	Acid Wolfpack	79b4f268-6cab-4836-8385-9cc360a78a3e	09c08ae4-0b3e-4e06-9892-c6a1ec3c9d6c	35ef72be-7a7c-4d76-8c67-0fe8eeeb2a9e
1420869427000	Klaypex	Rain (feat. Sara Kay)	Loose Dirt	ce125afa-c88a-455c-b5a2-be684ec9972c	e174449c-ee54-40b3-b3d8-73ffd7235ce9	15850039-b8cd-400c-837b-0a2b8bd16a60
1420870600000	The Medic Droid	The Killer Anna	Whats Your Medium	028dd4b8-577e-4062-bafa-a09a67cd4ad0	b89144a9-f622-4245-9403-9e5ed32787b1	780f5f43-5557-4d2c-8779-8c57b91a8c7b
1420870805000	The Higher	Insurance?	Vans Warped Tour: 2007 Tour Compilation	0bc84c15-a737-4831-88db-0be7551e6cb5	86725eb8-27c1-4356-af5b-10db992eb32c	703792a0-f8e8-4a57-8a7b-173115b38aec
1420870995000	We Are the In Crowd	Both Sides Of The Story	Guaranteed To Disagree	94ef108d-87a1-4cbd-8136-ce0391f5c6f1	962ae8bb-9e0d-45c0-bfc1-542f3c019e3c	34c8bd1f-1460-4b55-b7e4-73481e020f11
1420871202000	Rediscover	Shake It	Call Me When You Get This	a0ade8e2-51a7-4719-817d-4b6a10a343ed	35050488-7f2d-4d37-85e5-0425088e47ba	3a845ad0-3345-42f4-8048-fcb8ba6a5386
1420871415000	Breathe Carolina	I.D.G.A.F.		354fdfaa-0832-48dd-b726-77600925d03a	0509d076-7e31-4f53-bad3-80ee246e23b7	
1420871722000	Attack Attack!	Lonely	Attack Attack!	cf1af77a-cd54-4a1c-a540-27f1a2518c76	82e44166-4b5f-42bf-bf34-05637d5096db	4e1e7bab-279d-4e49-85d5-2bea1abea32e
1420872008000	Show Me the Skyline	Clocks & Calendars	Rain or Shine EP	06aa2179-af1c-4e87-866a-8c41f1c9c7d2	4afaa679-a0b5-449e-b38b-f39cddd3cd6b	c66bd01c-23f6-4d29-a53e-e7b7f29c0166
1420872222000	A Rocket to the Moon	Dakota	On Your Side	1e28eed1-7571-4b32-890a-478c25249e36	4b7aee58-83e6-48f1-b8df-dcc473faf613	24868a41-12af-4a5c-a0a3-2d4d954feb63
1420872416000	Cobra Starship	It's Warmer In The Basement	While The City Sleeps, We Rule The Streets	bd1cc4c2-b04a-4b54-ba64-44f3d7794e60	ffb390b8-8df4-4b72-97d1-7b2fc008a452	c47258f3-f09a-48e2-8eb1-726e7ef7436b
1420872602000	Mercy Mercedes	The Perfect Scene	Casio Rodeo	b11dd08a-d9c0-4746-b6b8-958fd446fce0	f62e5b9c-baac-463f-a4d1-0ac9e31973f1	
1420872796000	The Maine	Give Me Anything	The Way We Talk	c4bc722d-962e-452a-be71-9d96a13f6ff0	7bd47e67-ecd5-49d5-837f-c692df38da4e	b412dd77-2ec7-4467-bdf8-409a4c53d778
1420872997000	The Summer Set	Young	Love Like This	501a7f39-bf82-4229-b680-0f3e2c22b511	2b6b62ee-ff3e-41a4-90b5-3a29f17bfc84	4631f280-bc71-403f-a8fd-4637974ccf31
1420873184000	Never Shout Never	Overtheyears	Year One	d9a9e14b-dca6-450f-b9e1-7bc0801944cf	1f035e2c-1960-4884-813b-2be954d3a573	34256600-2115-45b2-9320-634c5a0847af
1420873325000	Four Year Strong	So Hot And You Sweat On It	Demo	aecc5b64-20ae-4da8-a20e-a2f4fda88e94	c0a138e2-cef7-471b-8fbb-524e1076256a	36437fe0-29f6-41e5-92cd-d77fa4554e4d
1420873529000	All Time Low	Keep the Change, You Filthy Animal	Nothing Personal	04747fea-e1f8-4240-9ee1-b80c87ff275d	62162215-b023-4f0e-84bd-1e9412d5b32c	840f2343-1962-4f95-bff7-880210a334a7
1420873741000	My Favorite Highway	Bad Habits	Anywhere But Here - EP	aebf0f50-8f41-4699-8562-8d9bc411bf12	127b3f27-7e97-40c1-98ef-2c2fda5b1028	
1420873964000	Every Avenue	Tell Me I'm A Wreck	Picture Perfect	2ab1e439-0e1c-4f1a-8114-58dc72b6f88d	27cb81c2-0a39-444c-bd73-101c14393a4a	3f2032d8-a08b-417b-94e8-ec7081197ff2
1420874188000	All Time Low	Hello, Brooklyn	Nothing Personal	77d2d0c1-beae-40f4-97ae-562636e9398c	62162215-b023-4f0e-84bd-1e9412d5b32c	840f2343-1962-4f95-bff7-880210a334a7
1420874464000	Call the Cops	White Dress	Call The Cops!	a85c49c1-3a12-423c-9b2a-bce2d8eeba17	3b7bf277-d4ba-45ec-9836-e54ef1f094b1	51383611-0f98-4620-bc79-fa8b52e7670e
1420874697000	The Maine	We Change, We Wait	The Way We Talk	bb9dcef0-3765-4b5b-9ee1-be6c2787157a	7bd47e67-ecd5-49d5-837f-c692df38da4e	b412dd77-2ec7-4467-bdf8-409a4c53d778
1420874908000	Cute Is What We Aim For	There's A Class For This	The Same Old Blood Rush With A New Touch	19b981e3-03f0-4aa6-9e46-f283cdad0699	40a5a225-3279-4d48-bca2-6059ed11b4fc	acfae872-5373-4e62-bb22-7d192018ede1
1420875118000	Mercy Mercedes	The Perfect Scene	Casio Rodeo	b11dd08a-d9c0-4746-b6b8-958fd446fce0	f62e5b9c-baac-463f-a4d1-0ac9e31973f1	
1420875303000	Cobra Starship	It's Warmer In The Basement	While The City Sleeps, We Rule The Streets	bd1cc4c2-b04a-4b54-ba64-44f3d7794e60	ffb390b8-8df4-4b72-97d1-7b2fc008a452	c47258f3-f09a-48e2-8eb1-726e7ef7436b
1420875500000	Sing It Loud	Best Beating Heart	Sing It Loud EP	20eb9573-434f-4505-8ccc-dccefb359b32	b5f4bcd6-1882-4848-b6de-dd61d055d27e	
1420875731000	Every Avenue	Tell Me I'm A Wreck	Picture Perfect	2ab1e439-0e1c-4f1a-8114-58dc72b6f88d	27cb81c2-0a39-444c-bd73-101c14393a4a	3f2032d8-a08b-417b-94e8-ec7081197ff2
1420955787000	Alex Gaudino	Destination Calabria (Original Radio Edit)			72b6551a-d0f7-41f4-a9da-90ffddebdcbd	
1420956027000	Breakbot	penelope pitstop	Gran Turismo 5	18a36dde-6de7-4b03-aaef-a2de0e7f636e	64c9974f-20a9-491d-bd94-2168cd738e2a	0648587c-7f2e-47bf-a43a-031ede65afad
1420956281000	Snoop Dogg	Young, Wild & Free - feat. Bruno Mars			17d17695-f0e1-46fd-815f-bf577cc5f50d	
1420956569000	Cinnamon Chasers	Luv Deluxe	A Million Miles from Home	01d814b9-e819-43a4-99dc-17ff524a17e6	a58d8e9a-cc2a-4aa7-a572-da1dcd911fab	677f95a1-8a95-4f54-a7a2-1503aef4efc5
1420956896000	Cicada	Come Together	Sunburst	304c378e-e4a4-4933-bd22-d44aa4e68c96	0b9853e9-27ef-41c4-b143-c3cd64c0cc50	2044168f-9120-492d-a695-e683edbb66b9
1420957193000	Parov Stelar	Catgroove	Coco Part 2	2f4d09ec-646e-4a08-812f-e071bdb825a2	127d512f-fc09-4551-b1e0-557226ccff00	
1420957428000	Ratatat	Loud Pipes	Classics	69d8064a-1b6e-49af-933d-3e689b380af0	f467181e-d5e0-4285-b47e-e853dcc89ee7	2a44e673-1ebb-3215-a2be-86f7f1f1f8b2
1420957759000	Death Cab for Cutie	I Will Follow You Into The Dark	iTunes Originals	b7208176-fadd-408e-97e4-761186f0f115	0039c7ae-e1a7-4a7d-9b49-0cbc716821a6	9d1a5074-f45f-4530-be31-1a1aeb47b86d
1420958022000	Incubus	A Certain Shade Of Green	S.C.I.E.N.C.E.	2b89ef05-5617-4df9-b85c-2604db2a036f	308aea66-5205-4344-b700-319a8dccaa43	ff39a403-159e-4850-8b9d-3d88a59daf23
1420958316000	Zomboy	Beast In The Belly - Original Mix			c764f48c-8ed7-46aa-8d1e-b1df6ec0f2ef	
1420958528000	she	supersonic	chiptek	a335e79c-e8a2-4ccc-b3ec-b35d46606462	422eb05d-4fbe-4901-84eb-d95decd1d834	9ade91c4-67e2-4f3b-a52d-0be0653548d5
1420958888000	OVERWERK	Force - Original Mix			67404ef7-0377-4377-b21b-48a06ecfb63e	
1420959168000	Atlas Genius	Trojans	When It Was Now	a83b403d-2e2e-4470-8394-73e375e5f999	967234b5-bef9-4fee-8dfe-61fbcd400d8b	9e7fbff0-f167-4b80-8a33-f86c372cff02
1420959398000	Curtis Mayfield	Superfly	The Very Best of Curtis Mayfield	580e0ef6-34ef-4a23-9727-f8e990b08f9c	4dca4bb2-23ba-4103-97e6-5810311db33a	c28f0224-7f8f-4cf1-b897-229904f29a45
1420959615000	Ou Est Le Swimming Pool	Jackson's Last Stand	The Golden Year			
1420959900000	Skrillex	Summit			ae002c5d-aac6-490b-a39a-30aa9e2edf2b	
1420960213000	Junior Senior	Move Your Feet	D-D-Don't Don't Stop the Beat	3025bed5-a85c-47aa-910c-e5da5bef6970	14df72fa-31c8-4479-bad7-18cd1278839a	7c71b328-e6ab-48b1-96b8-f1df0fca78eb
1420960437000	Zedd	Shave It (501 Remix)	Shave It - The Aftershave	cb0dff50-f8ef-4b38-83fe-ad9579378bc6	56c4b861-0922-4c3a-a9b9-3bfcb00f8274	
1420960788000	Aer	Floats My Boat	The Bright Side	09a4dda8-6aca-4c00-b584-e5c92010c653	2486ad19-6e77-4332-af6f-3404caec3bfc	409205dd-d1a6-4586-9163-c218b3ecce97
1420961088000	Gramatik	Solidified	#digitalfreedom	b81da0df-a0a7-43d1-a7be-951dd49951cf	9b62a8a3-fcd5-4b51-a970-0f08a440ed6d	4d3c8009-94a1-4778-b9f7-d0f23b15af80
1420961360000	Electric Guest	Waves	Mondo	adb66916-c35c-467d-855a-0149512230e8	01202233-d155-4cfa-83bf-55dc776bc309	2f102a0b-9496-4d9e-ac71-53f8eb681f35
1420961645000	Royal Blood	Figure It Out	Royal Blood	e779daa1-af1c-4fc8-9717-335263026fc4	52c2b5d4-8f0e-4423-ab4d-ace68227ad44	30683b1f-e4df-46f7-a170-2de84a5f13bf
1420961839000	alt-J	Tessellate	An Awesome Wave	c03d0c17-b702-4cd9-82b4-7361008f0933	fc7bbf00-fbaa-4736-986b-b3ac0266ca9b	513ef1c0-6e3a-4aa8-bc3f-4bbe7da09c17
1420962047000	Jason Derülo	Wiggle (feat. Snoop Dogg)				
1420962323000	Hadouken!	Levitate (Koven Remix)	Drum & Bass Summer Slammers 2013 (Viper Presents)	cbfe8a2d-aea2-45c8-a2e7-f8853c333da7	8c9200b8-8e05-41d5-836e-44a37905560e	
1420962637000	Carpenter Brut	Le Perv	EP I	b8b46357-3cb3-4ed8-bcb0-2501a164c90d	303abdee-ffca-4685-a582-6aaaefd81b01	55ea4f82-b42b-423e-a0e5-290ccdf443ed
1421119347000	The Prodigy	Invaders Must Die	Invaders Must Die	33bea0d1-fb9f-490a-8ac7-422ae740750a	4a4ee089-93b1-4470-af9a-6ff575d32704	1208cf76-1b88-4c91-8385-80da29d02c13
1421119644000	The Prodigy	Omen	Invaders Must Die	e3e0c390-74bf-4f2d-8a42-1c1de74ac6e0	4a4ee089-93b1-4470-af9a-6ff575d32704	1208cf76-1b88-4c91-8385-80da29d02c13
1421119862000	The Prodigy	Thunder	Invaders Must Die	7ae80cdc-ad7f-4cd9-8035-1bc27db3efce	4a4ee089-93b1-4470-af9a-6ff575d32704	1208cf76-1b88-4c91-8385-80da29d02c13
1421120111000	The Prodigy	Colours	Invaders Must Die	3dbe6ece-4270-4af6-b79e-298ee70feb7a	4a4ee089-93b1-4470-af9a-6ff575d32704	1208cf76-1b88-4c91-8385-80da29d02c13
1421120321000	The Prodigy	Take Me to the Hospital	Invaders Must Die	af2ac0ab-775a-4c80-8f96-95cf08d61b82	4a4ee089-93b1-4470-af9a-6ff575d32704	1208cf76-1b88-4c91-8385-80da29d02c13
1421120542000	The Prodigy	Warrior's Dance	Invaders Must Die	c78b0d83-24cc-43e8-a7c1-5e25f66cd836	4a4ee089-93b1-4470-af9a-6ff575d32704	1208cf76-1b88-4c91-8385-80da29d02c13
1421120857000	The Prodigy	Run With the Wolves	Invaders Must Die	dcd69948-a5e7-4c6b-8bbb-0cedb976ff17	4a4ee089-93b1-4470-af9a-6ff575d32704	1208cf76-1b88-4c91-8385-80da29d02c13
1421121124000	The Prodigy	Omen Reprise	Invaders Must Die		4a4ee089-93b1-4470-af9a-6ff575d32704	1208cf76-1b88-4c91-8385-80da29d02c13
1421121260000	The Prodigy	World's on Fire	Invaders Must Die	24da7a05-8874-41e8-bbed-4d9737a352d4	4a4ee089-93b1-4470-af9a-6ff575d32704	1208cf76-1b88-4c91-8385-80da29d02c13
1421121552000	The Prodigy	Piranha	Invaders Must Die	17e1e1fe-7a64-4ba1-b898-715fa40bae18	4a4ee089-93b1-4470-af9a-6ff575d32704	1208cf76-1b88-4c91-8385-80da29d02c13
1421365789000	Barely Alive	Cyber Bully	Internet Streets EP		3a0719ac-28d4-4202-8362-fe76acc2f6a6	
1421366074000	Barely Alive	Dial Up	Lost in the Internet EP		3a0719ac-28d4-4202-8362-fe76acc2f6a6	
1421366322000	Barely Alive	Chasing Ghosts (Virtual Riot Remix)	Lost in the Internet EP		3a0719ac-28d4-4202-8362-fe76acc2f6a6	
1421366613000	Barely Alive & Datsik	Rifle Blow Kiss	Internet Streets EP			
1421366927000	Barely Alive & Datsik	Candy Kids	Internet Streets EP			
1421438506000	PANTyRAiD	Superior	Superior - EP	51f55c48-5af2-4546-a3ef-a9e82cda8f8c	a2ca2c46-4f29-4c97-ba96-6b87f2024c01	
1421438678000	PANTyRAiD	Jail bait	Superior - EP	56d66c09-9e16-4e00-9bdc-4571da51f906	a2ca2c46-4f29-4c97-ba96-6b87f2024c01	
1421438834000	PANTyRAiD	The music's not over	Superior - EP	07344aac-705a-4f08-b566-9b855ecb3687	a2ca2c46-4f29-4c97-ba96-6b87f2024c01	
1421439132000	PANTyRAiD	Testarossa	Superior - EP	fbf83460-f228-414d-a70c-dbb2ce2f3bb5	a2ca2c46-4f29-4c97-ba96-6b87f2024c01	
1421549314000	Next Stop Atlanta	Get In The Van				
1421549497000	ODESZA	Sun Models (feat. Madelyn Grant)			2e222fce-02ae-4221-b1c6-3c3242b423b6	
1421549688000	Forever the Sickest Kids	Chin Up kid	J.A.C.K.		5c6f8874-cb53-4f4d-9168-cc2af8c7ecf9	cca4ff3b-6323-4beb-a7ff-1648faa3440b
1421549896000	Marianas Trench	Sing Sing	Masterpiece Theatre	5fe21ae7-dba1-4ffe-93e4-50421a1708ca	e358276d-4377-4b9b-88dd-db0d17b0e3c6	7b10343c-d1b4-4ad6-874f-02f793a1d469
1421550080000	Call the Cops	Love Like Novocaine	Call The Cops!	9cd526cb-65c9-4824-b80a-0530702f558a	3b7bf277-d4ba-45ec-9836-e54ef1f094b1	51383611-0f98-4620-bc79-fa8b52e7670e
1421550340000	Gramatik	Solidified	#digitalfreedom	b81da0df-a0a7-43d1-a7be-951dd49951cf	9b62a8a3-fcd5-4b51-a970-0f08a440ed6d	4d3c8009-94a1-4778-b9f7-d0f23b15af80
1421550645000	Hawthorne Heights	Ohio Is For Lovers	The Silence in Black and White	1ed6678d-16fc-454d-bfd1-a2f2cac45d2f	194eeda1-e662-43bc-b9be-32fc1afecc8b	dcd35a02-5508-48ac-aed1-da82fae6287c
1421550859000	Carousel Kings	Chainsaw	Unity	6540b2b3-e3fb-4a05-af96-1fb4c027c1b2	4baab1ad-feba-4b52-96b6-e7b98854b248	0bc4c7bc-ae80-4147-9f34-f8004de81d7e
1421551035000	Knuckle Puck	Gold Rush	Split	6dddfbcc-d18f-469b-8c14-a8629916c2fa	68ff4824-8451-481c-b4cf-57c2c64d8c00	0eb1e328-cca3-48b1-baea-e0ddfae5dd9b
1421551246000	A Day to Remember	If It Means a Lot to You	Homesick	92ea1a7b-602a-4376-8548-88f70201da6b	db008806-16f6-48fc-8521-3d953709689d	6eb92b5c-b64a-4992-be14-fff638586331
1421551486000	Helicopter Showdown	Can U Feel Me (Antiserum Remix)	On the Shoulders of Giants Remixed		c58abc8b-3cf6-47b3-90fe-f1e2969c4131	
1421551742000	Passafire	Kiss My Head	Start From Scratch	87a254d1-3b87-4bc4-81c3-e0db2247e3c4	d34516e1-b370-4b97-addd-6363ef0e9ecc	f7c80f84-bc43-48ea-883c-185cf4c44d3e
1421551999000	Four Year Strong	Beatdown in the Key of Happy	Rise or Die Trying	3208886c-60b6-4437-82e1-21bf7c875fd4	c0a138e2-cef7-471b-8fbb-524e1076256a	61adb0bf-dc15-4f65-909c-7222b7953648
1421552249000	VersaEmerge	Mythology	Fixed At Zero	c9f14496-8d88-4e27-b140-403167ae53dc	a25fab33-d134-4d63-80fc-4a762a315ade	40ce956f-2c66-41fd-8c87-08c8b9357ee3
1421552491000	KillaGraham	Silence - Original Mix			de3c5960-e852-4558-8dea-bb9dc3fabf3f	
1421552712000	Mayday Parade	Champagne's For Celebrating (I'll Have A Martini)	A Lesson In Romantics	7b5c928b-734c-4f77-8445-42c33fc7be45	39076047-fce8-44cc-a388-4f6baba4acb4	c6eb5233-11f3-44f4-b3c3-7954cebbcf5d
1421552935000	We Are the In Crowd	Lights Out	Guaranteed To Disagree	2f082939-0ecf-49ec-8b4d-d021d3ef1a94	962ae8bb-9e0d-45c0-bfc1-542f3c019e3c	34c8bd1f-1460-4b55-b7e4-73481e020f11
1421553210000	Subscape	Turn Me On	Universal	640fc619-c330-4527-b71c-34d99878909e	c5709198-6ba6-4c97-a3b6-9bc89d97f271	27a8b6f7-84a7-4ebf-8050-e4b46f1ccde3
1421553586000	Pendulum	The Other Side	In Silico	ffb971a5-a11e-461f-bed0-ccd103226fd2	2030e776-73b2-4cf8-8c15-813e801f8151	45f74382-f26d-4979-95a8-a75f4ac69ec0
1421553953000	Coyote Kisses	Acid Wolfpack (Original Mix)			09c08ae4-0b3e-4e06-9892-c6a1ec3c9d6c	
1421554211000	With the Punches	Home In A Lighthouse	Seams & Stitches			
1421554388000	All Time Low	Dear Maria, Count Me In	So Wrong, It's Right	3c2df51b-494a-4436-b70f-89215e933c3a	62162215-b023-4f0e-84bd-1e9412d5b32c	b97c7de1-616c-40bf-a8d7-9ceb84ab8552
1421554659000	Barely Alive	Dead Link			3a0719ac-28d4-4202-8362-fe76acc2f6a6	
1421555035000	The Ready Set	The Bandit	Tantrum Castle	d8a6bc1d-33be-44d7-9360-d095bf9d4785	3979bb32-59b4-442e-aafa-de4ae2439400	afa742cc-1c43-4a41-a838-f503dcb2b93c
1421555304000	Crystal Castles	Year of Silence	Crystal Castles ( II )	3429e595-304d-4a9f-aa44-a0a41932f2bb	b1570544-93ab-4b2b-8398-131735394202	
1421727894000	Yellow Claw	Kaolo	Amsterdam Trap Music	01d33196-3011-4800-960b-e04cadf40780	759abafc-c4eb-4018-8554-f29a9d842779	82ebc785-d4f6-4b20-9d88-abfd555d053a
1421728063000	Cobra Starship	The Scene Is Dead; Long Live The Scene	Hot Mess	7ca5407f-dcb5-42ca-81ee-8dc24b5ad4bf	ffb390b8-8df4-4b72-97d1-7b2fc008a452	10051797-37e2-4bc0-b8f1-ca8f7409c472
1421728265000	Against the Current	Gravity			c40a79e9-3b9e-492e-9469-0e5b952ad3e1	
